Siren;Responsable;Adresse;Code_Postal;Ville;NAF;TypeCIL;Portee;Adress;modified adress;latitude;longitude;name;description
562038893;BAYER S.A.S.;RUE ANTOINE LAURENT DE LAVOISIER BP 3;2250;MARLE SUR SERRE;2020Z Fabrication de pesticides et d'autres produits agrochimiques;MUTUALISE;Générale;RUE ANTOINE LAURENT DE LAVOISIER BP 3  02250 MARLE SUR SERRE;Marle, France;49.739456;3.771035;BAYER S.A.S.;SIREN : 562038893 | NAF : 2020Z Fabrication de pesticides et d'autres produits agrochimiques | Portée : Générale
562038893;BAYER S.A.S.;RUE ANTOINE LAURENT DE LAVOISIER BP 4;2250;MARLE SUR SERRE;2020Z Fabrication de pesticides et d'autres produits agrochimiques;MUTUALISE;Générale;RUE ANTOINE LAURENT DE LAVOISIER BP 4  02250 MARLE SUR SERRE;Marle, France;49.739456;3.771035;BAYER S.A.S.;SIREN : 562038893 | NAF : 2020Z Fabrication de pesticides et d'autres produits agrochimiques | Portée : Générale
562038893;BAYER S.A.S.;RUE ANTOINE LAURENT DE LAVOISIER BP 5;2250;MARLE SUR SERRE;2020Z Fabrication de pesticides et d'autres produits agrochimiques;MUTUALISE;Générale;RUE ANTOINE LAURENT DE LAVOISIER BP 5  02250 MARLE SUR SERRE;Marle, France;49.739456;3.771035;BAYER S.A.S.;SIREN : 562038893 | NAF : 2020Z Fabrication de pesticides et d'autres produits agrochimiques | Portée : Générale
562038893;BAYER S.A.S.;RUE ANTOINE LAURENT DE LAVOISIER BP 6;2250;MARLE SUR SERRE;2020Z Fabrication de pesticides et d'autres produits agrochimiques;MUTUALISE;Générale;RUE ANTOINE LAURENT DE LAVOISIER BP 6  02250 MARLE SUR SERRE;Marle, France;49.739456;3.771035;BAYER S.A.S.;SIREN : 562038893 | NAF : 2020Z Fabrication de pesticides et d'autres produits agrochimiques | Portée : Générale
562038893;BAYER S.A.S.;RUE ANTOINE LAURENT DE LAVOISIER BP 7;2250;MARLE SUR SERRE;2020Z Fabrication de pesticides et d'autres produits agrochimiques;MUTUALISE;Générale;RUE ANTOINE LAURENT DE LAVOISIER BP 7  02250 MARLE SUR SERRE;Marle, France;49.739456;3.771035;BAYER S.A.S.;SIREN : 562038893 | NAF : 2020Z Fabrication de pesticides et d'autres produits agrochimiques | Portée : Générale
562038893;BAYER S.A.S.;RUE ANTOINE LAURENT DE LAVOISIER BP 8;2250;MARLE SUR SERRE;2020Z Fabrication de pesticides et d'autres produits agrochimiques;MUTUALISE;Générale;RUE ANTOINE LAURENT DE LAVOISIER BP 8  02250 MARLE SUR SERRE;Marle, France;49.739456;3.771035;BAYER S.A.S.;SIREN : 562038893 | NAF : 2020Z Fabrication de pesticides et d'autres produits agrochimiques | Portée : Générale
562038893;BAYER S.A.S.;RUE ANTOINE LAURENT DE LAVOISIER BP 9;2250;MARLE SUR SERRE;2020Z Fabrication de pesticides et d'autres produits agrochimiques;MUTUALISE;Générale;RUE ANTOINE LAURENT DE LAVOISIER BP 9  02250 MARLE SUR SERRE;Marle, France;49.739456;3.771035;BAYER S.A.S.;SIREN : 562038893 | NAF : 2020Z Fabrication de pesticides et d'autres produits agrochimiques | Portée : Générale
562038893;BAYER S.A.S.;RUE ANTOINE LAURENT DE LAVOISIER BP 10;2250;MARLE SUR SERRE;2020Z Fabrication de pesticides et d'autres produits agrochimiques;MUTUALISE;Générale;RUE ANTOINE LAURENT DE LAVOISIER BP 10  02250 MARLE SUR SERRE;Marle, France;49.739456;3.771035;BAYER S.A.S.;SIREN : 562038893 | NAF : 2020Z Fabrication de pesticides et d'autres produits agrochimiques | Portée : Générale
382707297;BLEU SOLEIL;8 Passage Grégoire ;6000;NICE;7112B Activités d'architecture et d'ingénierie;MUTUALISE;Etendue;8 Passage Grégoire   06000 NICE;8 Passage Grégoire, 06000 Nice, France;43.704462;7.25694;BLEU SOLEIL;SIREN : 382707297 | NAF : 7112B Activités d'architecture et d'ingénierie | Portée : Etendue
382597821;BOUTIQUE NESPRESSO NICE II;1 PLACE MASSENA ;6000;NICE;4637Z Commerce de gros de produits alimentaires, de boissons et de tabac;MUTUALISE;Etendue;1 PLACE MASSENA   06000 NICE;1 Place Masséna, 06000 Nice, France;43.697453;7.269431;BOUTIQUE NESPRESSO NICE II;SIREN : 382597821 | NAF : 4637Z Commerce de gros de produits alimentaires, de boissons et de tabac | Portée : Etendue
382707297;BLEU SOLEIL;9 Passage Grégoire ;6000;NICE;7112B Activités d'architecture et d'ingénierie;MUTUALISE;Etendue;9 Passage Grégoire   06000 NICE;9 Passage Grégoire, 06000 Nice, France;43.704199;7.256686;BLEU SOLEIL;SIREN : 382707297 | NAF : 7112B Activités d'architecture et d'ingénierie | Portée : Etendue
382597821;BOUTIQUE NESPRESSO NICE II;2 PLACE MASSENA ;6000;NICE;4637Z Commerce de gros de produits alimentaires, de boissons et de tabac;MUTUALISE;Etendue;2 PLACE MASSENA   06000 NICE;2 Place Masséna, 06000 Nice, France;43.696316;7.270439;BOUTIQUE NESPRESSO NICE II;SIREN : 382597821 | NAF : 4637Z Commerce de gros de produits alimentaires, de boissons et de tabac | Portée : Etendue
382707297;BLEU SOLEIL;10 Passage Grégoire ;6000;NICE;7112B Activités d'architecture et d'ingénierie;MUTUALISE;Etendue;10 Passage Grégoire   06000 NICE;10 Passage Grégoire, 06000 Nice, France;43.704374;7.256748;BLEU SOLEIL;SIREN : 382707297 | NAF : 7112B Activités d'architecture et d'ingénierie | Portée : Etendue
382597821;BOUTIQUE NESPRESSO NICE II;3 PLACE MASSENA ;6000;NICE;4637Z Commerce de gros de produits alimentaires, de boissons et de tabac;MUTUALISE;Etendue;3 PLACE MASSENA   06000 NICE;3 Place Masséna, 06000 Nice, France;43.697745;7.269276;BOUTIQUE NESPRESSO NICE II;SIREN : 382597821 | NAF : 4637Z Commerce de gros de produits alimentaires, de boissons et de tabac | Portée : Etendue
382707297;BLEU SOLEIL;11 Passage Grégoire ;6000;NICE;7112B Activités d'architecture et d'ingénierie;MUTUALISE;Etendue;11 Passage Grégoire   06000 NICE;11 Passage Grégoire, 06000 Nice, France;43.704362;7.256657;BLEU SOLEIL;SIREN : 382707297 | NAF : 7112B Activités d'architecture et d'ingénierie | Portée : Etendue
382597821;BOUTIQUE NESPRESSO NICE II;4 PLACE MASSENA ;6000;NICE;4637Z Commerce de gros de produits alimentaires, de boissons et de tabac;MUTUALISE;Etendue;4 PLACE MASSENA   06000 NICE;4 Place Masséna, 06000 Nice, France;43.696076;7.27047;BOUTIQUE NESPRESSO NICE II;SIREN : 382597821 | NAF : 4637Z Commerce de gros de produits alimentaires, de boissons et de tabac | Portée : Etendue
382707297;BLEU SOLEIL;12 Passage Grégoire ;6000;NICE;7112B Activités d'architecture et d'ingénierie;MUTUALISE;Etendue;12 Passage Grégoire   06000 NICE;12 Passage Grégoire, 06000 Nice, France;43.704518;7.256628;BLEU SOLEIL;SIREN : 382707297 | NAF : 7112B Activités d'architecture et d'ingénierie | Portée : Etendue
382597821;BOUTIQUE NESPRESSO NICE II;5 PLACE MASSENA ;6000;NICE;4637Z Commerce de gros de produits alimentaires, de boissons et de tabac;MUTUALISE;Etendue;5 PLACE MASSENA   06000 NICE;5 Rue Massena, 06000 Nice, France;43.69773;7.268643;BOUTIQUE NESPRESSO NICE II;SIREN : 382597821 | NAF : 4637Z Commerce de gros de produits alimentaires, de boissons et de tabac | Portée : Etendue
382707297;BLEU SOLEIL;13 Passage Grégoire ;6000;NICE;7112B Activités d'architecture et d'ingénierie;MUTUALISE;Etendue;13 Passage Grégoire   06000 NICE;13 Passage Grégoire, 06000 Nice, France;43.704228;7.256536;BLEU SOLEIL;SIREN : 382707297 | NAF : 7112B Activités d'architecture et d'ingénierie | Portée : Etendue
382597821;BOUTIQUE NESPRESSO NICE II;6 PLACE MASSENA ;6000;NICE;4637Z Commerce de gros de produits alimentaires, de boissons et de tabac;MUTUALISE;Etendue;6 PLACE MASSENA   06000 NICE;6 Rue Massena, 06000 Nice, France;43.697866;7.267919;BOUTIQUE NESPRESSO NICE II;SIREN : 382597821 | NAF : 4637Z Commerce de gros de produits alimentaires, de boissons et de tabac | Portée : Etendue
382707297;BLEU SOLEIL;14 Passage Grégoire ;6000;NICE;7112B Activités d'architecture et d'ingénierie;MUTUALISE;Etendue;14 Passage Grégoire   06000 NICE;14 Passage Grégoire, 06000 Nice, France;43.704434;7.256375;BLEU SOLEIL;SIREN : 382707297 | NAF : 7112B Activités d'architecture et d'ingénierie | Portée : Etendue
382597821;BOUTIQUE NESPRESSO NICE II;7 PLACE MASSENA ;6000;NICE;4637Z Commerce de gros de produits alimentaires, de boissons et de tabac;MUTUALISE;Etendue;7 PLACE MASSENA   06000 NICE;7 Rue Massena, 06000 Nice, France;43.697708;7.268422;BOUTIQUE NESPRESSO NICE II;SIREN : 382597821 | NAF : 4637Z Commerce de gros de produits alimentaires, de boissons et de tabac | Portée : Etendue
382707297;BLEU SOLEIL;15 Passage Grégoire ;6000;NICE;7112B Activités d'architecture et d'ingénierie;MUTUALISE;Etendue;15 Passage Grégoire   06000 NICE;15 Passage Grégoire, 06000 Nice, France;43.70444;7.256151;BLEU SOLEIL;SIREN : 382707297 | NAF : 7112B Activités d'architecture et d'ingénierie | Portée : Etendue
382597821;BOUTIQUE NESPRESSO NICE II;8 PLACE MASSENA ;6000;NICE;4637Z Commerce de gros de produits alimentaires, de boissons et de tabac;MUTUALISE;Etendue;8 PLACE MASSENA   06000 NICE;8 Rue Massena, 06000 Nice, France;43.697797;7.267631;BOUTIQUE NESPRESSO NICE II;SIREN : 382597821 | NAF : 4637Z Commerce de gros de produits alimentaires, de boissons et de tabac | Portée : Etendue
388567631;ANDOR STAR;57, ROUTE DE CANTA GALET ;6200;NICE;4619B Intermédiaires du commerce de gros;MUTUALISE;Etendue;57, ROUTE DE CANTA GALET   06200 NICE;57 Route de Canta Galet, 06200 Nice, France;43.699295;7.225775;ANDOR STAR;SIREN : 388567631 | NAF : 4619B Intermédiaires du commerce de gros | Portée : Etendue
388567631;ANDOR STAR;57, ROUTE DE CANTA GALET ;6200;NICE;4619B Intermédiaires du commerce de gros;MUTUALISE;Etendue;57, ROUTE DE CANTA GALET   06200 NICE;57 Route de Canta Galet, 06200 Nice, France;43.699295;7.225775;ANDOR STAR;SIREN : 388567631 | NAF : 4619B Intermédiaires du commerce de gros | Portée : Etendue
388567631;ANDOR STAR;57, ROUTE DE CANTA GALET ;6200;NICE;4619B Intermédiaires du commerce de gros;MUTUALISE;Etendue;57, ROUTE DE CANTA GALET   06200 NICE;57 Route de Canta Galet, 06200 Nice, France;43.699295;7.225775;ANDOR STAR;SIREN : 388567631 | NAF : 4619B Intermédiaires du commerce de gros | Portée : Etendue
388567631;ANDOR STAR;57, ROUTE DE CANTA GALET ;6200;NICE;4619B Intermédiaires du commerce de gros;MUTUALISE;Etendue;57, ROUTE DE CANTA GALET   06200 NICE;57 Route de Canta Galet, 06200 Nice, France;43.699295;7.225775;ANDOR STAR;SIREN : 388567631 | NAF : 4619B Intermédiaires du commerce de gros | Portée : Etendue
388567631;ANDOR STAR;57, ROUTE DE CANTA GALET ;6200;NICE;4619B Intermédiaires du commerce de gros;MUTUALISE;Etendue;57, ROUTE DE CANTA GALET   06200 NICE;57 Route de Canta Galet, 06200 Nice, France;43.699295;7.225775;ANDOR STAR;SIREN : 388567631 | NAF : 4619B Intermédiaires du commerce de gros | Portée : Etendue
388567631;ANDOR STAR;57, ROUTE DE CANTA GALET ;6200;NICE;4619B Intermédiaires du commerce de gros;MUTUALISE;Etendue;57, ROUTE DE CANTA GALET   06200 NICE;57 Route de Canta Galet, 06200 Nice, France;43.699295;7.225775;ANDOR STAR;SIREN : 388567631 | NAF : 4619B Intermédiaires du commerce de gros | Portée : Etendue
388567631;ANDOR STAR;57, ROUTE DE CANTA GALET ;6200;NICE;4619B Intermédiaires du commerce de gros;MUTUALISE;Etendue;57, ROUTE DE CANTA GALET   06200 NICE;57 Route de Canta Galet, 06200 Nice, France;43.699295;7.225775;ANDOR STAR;SIREN : 388567631 | NAF : 4619B Intermédiaires du commerce de gros | Portée : Etendue
388567631;ANDOR STAR;57, ROUTE DE CANTA GALET ;6200;NICE;4619B Intermédiaires du commerce de gros;MUTUALISE;Etendue;57, ROUTE DE CANTA GALET   06200 NICE;57 Route de Canta Galet, 06200 Nice, France;43.699295;7.225775;ANDOR STAR;SIREN : 388567631 | NAF : 4619B Intermédiaires du commerce de gros | Portée : Etendue
388567631;ANDOR STAR;57, ROUTE DE CANTA GALET ;6200;NICE;4619B Intermédiaires du commerce de gros;MUTUALISE;Etendue;57, ROUTE DE CANTA GALET   06200 NICE;57 Route de Canta Galet, 06200 Nice, France;43.699295;7.225775;ANDOR STAR;SIREN : 388567631 | NAF : 4619B Intermédiaires du commerce de gros | Portée : Etendue
382597821;BOUTIQUE NESPRESSO DE CANNES;21 RUE DES BELGES ;6400;CANNES;4637Z Commerce de gros de produits alimentaires, de boissons et de tabac;MUTUALISE;Etendue;21 RUE DES BELGES   06400 CANNES;21 Rue des Belges, 06400 Cannes, France;43.550981;7.019199;BOUTIQUE NESPRESSO DE CANNES;SIREN : 382597821 | NAF : 4637Z Commerce de gros de produits alimentaires, de boissons et de tabac | Portée : Etendue
382597821;BOUTIQUE NESPRESSO DE CANNES;22 RUE DES BELGES ;6400;CANNES;4637Z Commerce de gros de produits alimentaires, de boissons et de tabac;MUTUALISE;Etendue;22 RUE DES BELGES   06400 CANNES;22 Rue des Belges, 06400 Cannes, France;43.55098;7.019162;BOUTIQUE NESPRESSO DE CANNES;SIREN : 382597821 | NAF : 4637Z Commerce de gros de produits alimentaires, de boissons et de tabac | Portée : Etendue
382597821;BOUTIQUE NESPRESSO DE CANNES;23 RUE DES BELGES ;6400;CANNES;4637Z Commerce de gros de produits alimentaires, de boissons et de tabac;MUTUALISE;Etendue;23 RUE DES BELGES   06400 CANNES;23 Rue des Belges, 06400 Cannes, France;43.550981;7.019199;BOUTIQUE NESPRESSO DE CANNES;SIREN : 382597821 | NAF : 4637Z Commerce de gros de produits alimentaires, de boissons et de tabac | Portée : Etendue
382597821;BOUTIQUE NESPRESSO DE CANNES;24 RUE DES BELGES ;6400;CANNES;4637Z Commerce de gros de produits alimentaires, de boissons et de tabac;MUTUALISE;Etendue;24 RUE DES BELGES   06400 CANNES;24 Rue des Belges, 06400 Cannes, France;43.55098;7.019162;BOUTIQUE NESPRESSO DE CANNES;SIREN : 382597821 | NAF : 4637Z Commerce de gros de produits alimentaires, de boissons et de tabac | Portée : Etendue
382597821;BOUTIQUE NESPRESSO DE CANNES;25 RUE DES BELGES ;6400;CANNES;4637Z Commerce de gros de produits alimentaires, de boissons et de tabac;MUTUALISE;Etendue;25 RUE DES BELGES   06400 CANNES;25 Rue des Belges, 06400 Cannes, France;43.550981;7.019199;BOUTIQUE NESPRESSO DE CANNES;SIREN : 382597821 | NAF : 4637Z Commerce de gros de produits alimentaires, de boissons et de tabac | Portée : Etendue
382597821;BOUTIQUE NESPRESSO DE CANNES;26 RUE DES BELGES ;6400;CANNES;4637Z Commerce de gros de produits alimentaires, de boissons et de tabac;MUTUALISE;Etendue;26 RUE DES BELGES   06400 CANNES;26 Rue des Belges, 06400 Cannes, France;43.55098;7.019162;BOUTIQUE NESPRESSO DE CANNES;SIREN : 382597821 | NAF : 4637Z Commerce de gros de produits alimentaires, de boissons et de tabac | Portée : Etendue
382597821;BOUTIQUE NESPRESSO DE CANNES;27 RUE DES BELGES ;6400;CANNES;4637Z Commerce de gros de produits alimentaires, de boissons et de tabac;MUTUALISE;Etendue;27 RUE DES BELGES   06400 CANNES;27 Rue des Belges, 06400 Cannes, France;43.550981;7.019199;BOUTIQUE NESPRESSO DE CANNES;SIREN : 382597821 | NAF : 4637Z Commerce de gros de produits alimentaires, de boissons et de tabac | Portée : Etendue
382597821;BOUTIQUE NESPRESSO DE CANNES;28 RUE DES BELGES ;6400;CANNES;4637Z Commerce de gros de produits alimentaires, de boissons et de tabac;MUTUALISE;Etendue;28 RUE DES BELGES   06400 CANNES;28 Rue des Belges, 06400 Cannes, France;43.55098;7.019162;BOUTIQUE NESPRESSO DE CANNES;SIREN : 382597821 | NAF : 4637Z Commerce de gros de produits alimentaires, de boissons et de tabac | Portée : Etendue
562038893;BAYER S.A.S.;355 RUE DOSTOIEVSKI BP 153;6903;SOPHIA ANTIPOLIS;2020Z Fabrication de pesticides et d'autres produits agrochimiques;MUTUALISE;Générale;355 RUE DOSTOIEVSKI BP 153  06903 SOPHIA ANTIPOLIS;355 Rue Fedor Dostoïevski, 06560 Valbonne, France;43.614429;7.058921;BAYER S.A.S.;SIREN : 562038893 | NAF : 2020Z Fabrication de pesticides et d'autres produits agrochimiques | Portée : Générale
562038893;BAYER S.A.S.;356 RUE DOSTOIEVSKI BP 153;6903;SOPHIA ANTIPOLIS;2020Z Fabrication de pesticides et d'autres produits agrochimiques;MUTUALISE;Générale;356 RUE DOSTOIEVSKI BP 153  06903 SOPHIA ANTIPOLIS;356 Rue Fedor Dostoïevski, 06560 Valbonne, France;43.614407;7.058953;BAYER S.A.S.;SIREN : 562038893 | NAF : 2020Z Fabrication de pesticides et d'autres produits agrochimiques | Portée : Générale
562038893;BAYER S.A.S.;357 RUE DOSTOIEVSKI BP 153;6903;SOPHIA ANTIPOLIS;2020Z Fabrication de pesticides et d'autres produits agrochimiques;MUTUALISE;Générale;357 RUE DOSTOIEVSKI BP 153  06903 SOPHIA ANTIPOLIS;357 Rue Fedor Dostoïevski, 06560 Valbonne, France;43.614433;7.058944;BAYER S.A.S.;SIREN : 562038893 | NAF : 2020Z Fabrication de pesticides et d'autres produits agrochimiques | Portée : Générale
562038893;BAYER S.A.S.;358 RUE DOSTOIEVSKI BP 153;6903;SOPHIA ANTIPOLIS;2020Z Fabrication de pesticides et d'autres produits agrochimiques;MUTUALISE;Générale;358 RUE DOSTOIEVSKI BP 153  06903 SOPHIA ANTIPOLIS;358 Rue Fedor Dostoïevski, 06560 Valbonne, France;43.614409;7.058974;BAYER S.A.S.;SIREN : 562038893 | NAF : 2020Z Fabrication de pesticides et d'autres produits agrochimiques | Portée : Générale
562038893;BAYER S.A.S.;359 RUE DOSTOIEVSKI BP 153;6903;SOPHIA ANTIPOLIS;2020Z Fabrication de pesticides et d'autres produits agrochimiques;MUTUALISE;Générale;359 RUE DOSTOIEVSKI BP 153  06903 SOPHIA ANTIPOLIS;359 Rue Fedor Dostoïevski, 06560 Valbonne, France;43.614436;7.058969;BAYER S.A.S.;SIREN : 562038893 | NAF : 2020Z Fabrication de pesticides et d'autres produits agrochimiques | Portée : Générale
562038893;BAYER S.A.S.;360 RUE DOSTOIEVSKI BP 153;6903;SOPHIA ANTIPOLIS;2020Z Fabrication de pesticides et d'autres produits agrochimiques;MUTUALISE;Générale;360 RUE DOSTOIEVSKI BP 153  06903 SOPHIA ANTIPOLIS;360 Rue Fedor Dostoïevski, 06560 Valbonne, France;43.614412;7.058997;BAYER S.A.S.;SIREN : 562038893 | NAF : 2020Z Fabrication de pesticides et d'autres produits agrochimiques | Portée : Générale
562038893;BAYER S.A.S.;361 RUE DOSTOIEVSKI BP 153;6903;SOPHIA ANTIPOLIS;2020Z Fabrication de pesticides et d'autres produits agrochimiques;MUTUALISE;Générale;361 RUE DOSTOIEVSKI BP 153  06903 SOPHIA ANTIPOLIS;361 Rue Fedor Dostoïevski, 06560 Valbonne, France;43.614438;7.058992;BAYER S.A.S.;SIREN : 562038893 | NAF : 2020Z Fabrication de pesticides et d'autres produits agrochimiques | Portée : Générale
562038893;BAYER S.A.S.;362 RUE DOSTOIEVSKI BP 153;6903;SOPHIA ANTIPOLIS;2020Z Fabrication de pesticides et d'autres produits agrochimiques;MUTUALISE;Générale;362 RUE DOSTOIEVSKI BP 153  06903 SOPHIA ANTIPOLIS;362 Rue Fedor Dostoïevski, 06560 Valbonne, France;43.614414;7.059019;BAYER S.A.S.;SIREN : 562038893 | NAF : 2020Z Fabrication de pesticides et d'autres produits agrochimiques | Portée : Générale
562038893;BAYER S.A.S.;363 RUE DOSTOIEVSKI BP 153;6903;SOPHIA ANTIPOLIS;2020Z Fabrication de pesticides et d'autres produits agrochimiques;MUTUALISE;Générale;363 RUE DOSTOIEVSKI BP 153  06903 SOPHIA ANTIPOLIS;363 Rue Fedor Dostoïevski, 06560 Valbonne, France;43.61444;7.059017;BAYER S.A.S.;SIREN : 562038893 | NAF : 2020Z Fabrication de pesticides et d'autres produits agrochimiques | Portée : Générale
352554661;ARCADIE SUD OUEST;ROUTE DE MARCILLAC ;12033;RODEZ CEDEX 9;1011Z Transformation et conservation de la viande et préparation de produits à base de viande;MUTUALISE;Etendue;ROUTE DE MARCILLAC   12033 RODEZ CEDEX 9;Onet-le-Château, France;44.379481;2.589165;ARCADIE SUD OUEST;SIREN : 352554661 | NAF : 1011Z Transformation et conservation de la viande et préparation de produits à base de viande | Portée : Etendue
352554661;ARCADIE SUD OUEST;ROUTE DE MARCILLAC ;12033;RODEZ CEDEX 10;1011Z Transformation et conservation de la viande et préparation de produits à base de viande;MUTUALISE;Etendue;ROUTE DE MARCILLAC   12033 RODEZ CEDEX 10;Onet-le-Château, France;44.379481;2.589165;ARCADIE SUD OUEST;SIREN : 352554661 | NAF : 1011Z Transformation et conservation de la viande et préparation de produits à base de viande | Portée : Etendue
352554661;ARCADIE SUD OUEST;ROUTE DE MARCILLAC ;12033;RODEZ CEDEX 11;1011Z Transformation et conservation de la viande et préparation de produits à base de viande;MUTUALISE;Etendue;ROUTE DE MARCILLAC   12033 RODEZ CEDEX 11;Onet-le-Château, France;44.379481;2.589165;ARCADIE SUD OUEST;SIREN : 352554661 | NAF : 1011Z Transformation et conservation de la viande et préparation de produits à base de viande | Portée : Etendue
352554661;ARCADIE SUD OUEST;ROUTE DE MARCILLAC ;12033;RODEZ CEDEX 12;1011Z Transformation et conservation de la viande et préparation de produits à base de viande;MUTUALISE;Etendue;ROUTE DE MARCILLAC   12033 RODEZ CEDEX 12;Onet-le-Château, France;44.379481;2.589165;ARCADIE SUD OUEST;SIREN : 352554661 | NAF : 1011Z Transformation et conservation de la viande et préparation de produits à base de viande | Portée : Etendue
352554661;ARCADIE SUD OUEST;ROUTE DE MARCILLAC ;12033;RODEZ CEDEX 13;1011Z Transformation et conservation de la viande et préparation de produits à base de viande;MUTUALISE;Etendue;ROUTE DE MARCILLAC   12033 RODEZ CEDEX 13;Onet-le-Château, France;44.379481;2.589165;ARCADIE SUD OUEST;SIREN : 352554661 | NAF : 1011Z Transformation et conservation de la viande et préparation de produits à base de viande | Portée : Etendue
352554661;ARCADIE SUD OUEST;ROUTE DE MARCILLAC ;12033;RODEZ CEDEX 14;1011Z Transformation et conservation de la viande et préparation de produits à base de viande;MUTUALISE;Etendue;ROUTE DE MARCILLAC   12033 RODEZ CEDEX 14;Onet-le-Château, France;44.379481;2.589165;ARCADIE SUD OUEST;SIREN : 352554661 | NAF : 1011Z Transformation et conservation de la viande et préparation de produits à base de viande | Portée : Etendue
